"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus.Code","Time.Zone","Price","Note","Amenities","Hotel.Class","Phone","Phones","Claimed","Owner","Owner.Id","Owner.Link","Email","Social.Medias","Review.Count","Average.Rating","Review.URL","Google.Maps.URL","Google.Knowledge.URL","Latitude","Longitude","Website","Domain","Opening.Hours","Featured.Image","Cid","Fid","Place.Id","Kgmid","Type","Cuisine"
"Runner Up Rooftop Bar","","Level 2/35 Johnston St, Collingwood VIC 3066","Level 2/35 Johnston St","Collingwood VIC 3066","Bar, Cocktail bar, Live music bar, Wine bar","Service options: [Outdoor seating, Dine-in, No delivery, No takeaway], Highlights: [Bar games, Great cocktails, Live performances, Rooftop seating], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Dancing, Food, Food at bar, Happy-hour drinks, Spirits, Wine], Dining options: [Outside food allowed, Seating], Amenities: [Gender-neutral toilets, Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards], Parking: [Free of charge street parking, Paid street parking], Pets: [Dogs allowed]","4RJ66X2P+7F","Australia/Melbourne","$20–40",NA,NA,NA,"","","YES","Runner Up Rooftop Bar (owner)",1.05813678303265e+20,"https://www.google.com/maps/contrib/105813678303264575299","",NA,70,4.5,"https://search.google.com/local/reviews?placeid=ChIJIZCRcZpD1moRghAETO0nWIw&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=10112876863396515970","https://www.google.com/search?kgmid=/g/11q8s55d0d",-37.7992906,144.9861257,"http://runnerup.net.au/","runnerup.net.au","Thursday: [5-11 pm], Friday: [4 pm-1 am], Saturday: [2 pm-1 am], Sunday: [3-10 pm], Monday: [Closed], Tuesday: [Closed], Wednesday: [5-11 pm]","https://lh5.googleusercontent.com/p/AF1QipM8nYiofMntpxafb2Qc-Lp0D3rI7JKZt88PjmuB=w137-h92-k-no",10112876863396515840,"0x6ad6439a71919021:0x8c5827ed4c041082","ChIJIZCRcZpD1moRghAETO0nWIw","/g/11q8s55d0d","Rooftop Bar","Other"
"Delisure Kitchen","","SHOP1/391 St Kilda Rd, Melbourne VIC 3004","SHOP1/391 St Kilda Rd","Melbourne VIC 3004","Asian restaurant, Vietnamese restaurant","Service options: [Outdoor seating, Delivery, Takeaway, Dine-in], Offerings: [Coffee, Healthy options, Vegetarian options], Dining options: [Lunch, Dinner, Seating], Atmosphere: [Casual], Crowd: [Family friendly], Planning: [Accepts reservations], Payments: [Credit cards], Children: [Good for kids]","4RJ65X7G+R6","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9018 5088","(03) 9018 5088, +61 3 9018 5088","YES","Delisure Kitchen (owner)",1.03243496650345e+20,"https://www.google.com/maps/contrib/103243496650344710353","","",24,3.8,"https://search.google.com/local/reviews?placeid=ChIJ8aL6MPpD1moRhHiUsf3zzqM&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=11803639944316221572","https://www.google.com/search?kgmid=/g/11n106w7tx",-37.8354616,144.9755606,"https://www.delisurekitchen.com/","delisurekitchen.com","Saturday: [9:30 am-3 pm], Sunday: [Closed], Monday: [9:30 am-8:30 pm], Tuesday: [9:30 am-8:30 pm], Wednesday: [9:30 am-8:30 pm], Thursday: [9:30 am-8:30 pm], Friday: [9:30 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipPxCjI9YV5-iWnC30ZdWiIIgPnrCm7pfK0zl7PO=w163-h92-k-no",11803639944316221440,"0x6ad643fa30faa2f1:0xa3cef3fdb1947884","ChIJ8aL6MPpD1moRhHiUsf3zzqM","/g/11n106w7tx","Restaurant","Vietnamese"
"Fortune Alley Swanston | 小巷","","319 Swanston St, Melbourne VIC 3000","319 Swanston St","Melbourne VIC 3000","Chinese restaurant, Chinese noodle restaurant, Chinese takeaway, Dim sum restaurant, Dumpling restaurant","Service options: [No-contact delivery, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible toilet, No wheelchair-accessible seating], Offerings: [Small plates], Dining options: [Breakfast, Lunch, Dinner], Amenities: [Toilets, Wi-Fi, ], Atmosphere: [Casual], Crowd: [Family friendly, LGBTQ+ friendly, Transgender safe space], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids]","4RJ65XQ7+MM","Australia/Melbourne","$1–20",NA,NA,NA,"0450 558 319","0450 558 319, +61 450 558 319","YES","Fortune Alley Swanston | 小巷 (owner)",1.15478332802278e+20,"https://www.google.com/maps/contrib/115478332802277625778","","instagram: https://www.instagram.com/fortunealley
facebook: http://www.facebook.com/2008
",631,4.5,"https://search.google.com/local/reviews?placeid=ChIJGeuDbehD1moRvfYPGbTI2wk&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=710382042081130173","https://www.google.com/search?kgmid=/g/11ss51y529",-37.810773,144.9641253,"https://www.fortunealley.au/","fortunealley.au","Saturday: [8 am-11 pm], Sunday: [8 am-11 pm], Monday: [8 am-11 pm], Tuesday: [8 am-11 pm], Wednesday: [8 am-11 pm], Thursday: [8 am-11 pm], Friday: [8 am-11 pm]","https://lh5.googleusercontent.com/p/AF1QipPn5x2BgJMTEYdXAhE1DO-m1kBcmSyaKZtL0dCj=w80-h106-k-no",710382042081130112,"0x6ad643e86d83eb19:0x9dbc8b4190ff6bd","ChIJGeuDbehD1moRvfYPGbTI2wk","/g/11ss51y529","Restaurant","Chinese"
"Little Gordon","","24 Little Bourke St, Melbourne VIC 3000","24 Little Bourke St","Melbourne VIC 3000","Cafe, Coffee shop","Service options: [Outdoor seating, Takeaway, Dine-in, No delivery], Accessibility: [No wheelchair-accessible car park], Offerings: [Coffee, Healthy options], Dining options: [Breakfast, Brunch, Lunch, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Paid street parking], Pets: [Dogs allowed outside]","4RJ65XQC+QM","Australia/Melbourne","$20–40",NA,NA,NA,"","","YES","Little Gordon (owner)",1.0908321418974e+20,"https://www.google.com/maps/contrib/109083214189740411239","","",262,4,"https://search.google.com/local/reviews?placeid=ChIJT5Q0Us9C1moRLle6x_BT-0I&q=breakfast&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4826543719265752878","https://www.google.com/search?kgmid=/g/11b6bbm_7h",-37.8105556,144.9716667,"http://littlegordon.com.au/","littlegordon.com.au","Thursday: [8 am-3 pm], Friday: [8 am-3 pm], Saturday: [8 am-3 pm], Sunday: [8 am-3 pm], Monday: [8 am-3 pm], Tuesday: [8 am-3 pm], Wednesday: [8 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipMET-8-8NZmPt2ERPAbPeEsSG5g_3bgD87rxt6P=w122-h92-k-no",4826543719265753088,"0x6ad642cf5234944f:0x42fb53f0c7ba572e","ChIJT5Q0Us9C1moRLle6x_BT-0I","/g/11b6bbm_7h","Breakfast","Other"
"Wedge St Kilda | Middle Eastern Inspired Brunch","","72A Acland St, St Kilda VIC 3182","72A Acland St","St Kilda VIC 3182","Cafe, Breakfast restaurant, Brunch restaurant, Coffee shop, Lunch restaurant, Middle Eastern restaurant","Service options: [Outdoor seating, Kerbside pickup, Takeaway, Dine-in, No delivery, On-site services not available], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Coffee, Healthy options, Organic dishes, Prepared foods, Small plates, Vegan options, Vegetarian options], Dining options: [Breakfast, Brunch, Lunch, Catering, Dessert, Seating], Amenities: [Gender-neutral toilets, Toilets, Wi-Fi, ], Atmosphere: [Casual, Cosy], Crowd: [Family friendly], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free of charge street parking, Paid parking lot, Paid street parking], Pets: [Dogs allowed, Dogs allowed outside]","4RJ64XMH+79","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 7012 5909","(03) 7012 5909, +61 3 7012 5909","YES","Wedge St Kilda | Middle Eastern Inspired Brunch (owner)",1.07894942089861e+20,"https://www.google.com/maps/contrib/107894942089861234721","","",168,4.6,"https://search.google.com/local/reviews?placeid=ChIJAVnKMEVp1moRaJiyBY0U7eM&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16423806012008601704","https://www.google.com/search?kgmid=/g/11t4c9l4h3",-37.8668737,144.9784491,"https://www.instagram.com/wedgestkilda/","instagram.com","Thursday: [6:15 am-3 pm], Friday: [6:15 am-3 pm], Saturday: [6:15 am-3 pm], Sunday: [6:15 am-3 pm], Monday: [6:15 am-3 pm], Tuesday: [6:15 am-3 pm], Wednesday: [6:15 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipNAHqiFWMC97Ep5KBRw46bjyd1DNSGjvobSw9KV=w80-h106-k-no",16423806012008601600,"0x6ad6694530ca5901:0xe3ed148d05b29868","ChIJAVnKMEVp1moRaJiyBY0U7eM","/g/11t4c9l4h3","Brunch","Middle Eastern"
"HOWM Central Melbourne","","16 Degraves St, Melbourne VIC 3000","16 Degraves St","Melbourne VIC 3000","Restaurant, Bar, Breakfast restaurant, Coffee shop, Lunch restaurant, Mediterranean restaurant, Cafe, Sandwich shop","Service options: [No-contact delivery, Delivery, Takeaway, Dine-in], Highlights: [Live music, Live performances], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet,  Does not have assistive hearing loop, No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Cocktails, Coffee, Happy-hour drinks, Happy-hour food, Healthy options, Late-night food, Prepared foods, Small plates, Spirits, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Bar on site, Gender-neutral toilets, Toilets, Wi-Fi, ], Atmosphere: [Casual], Crowd: [Family friendly, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Paid street parking], Pets: [Dogs allowed outside]","4RJ65XJ8+XC","Australia/Melbourne","$1–40",NA,NA,NA,"","","YES","HOWM Central Melbourne (owner)",1.09048978510316e+20,"https://www.google.com/maps/contrib/109048978510315650231","","",93,4.3,"https://search.google.com/local/reviews?placeid=ChIJE9IPH6xD1moRgxCRit2cOkY&q=breakfast&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=5060529606630641795","https://www.google.com/search?kgmid=/g/11rmww8th8",-37.8175918,144.9660483,"https://www.howmcentralmelbourne.com/","howmcentralmelbourne.com","Thursday: [8 am-4 pm], Friday: [8 am-4 pm], Saturday: [8 am-4 pm], Sunday: [8 am-4 pm], Monday: [8 am-4 pm], Tuesday: [8 am-4 pm], Wednesday: [8 am-4 pm]","https://lh5.googleusercontent.com/p/AF1QipNwlbFYr0L5lhGeWUq7Tg9kJl0dW0Bz81jIDGhA=w115-h92-k-no",5060529606630641664,"0x6ad643ac1f0fd213:0x463a9cdd8a911083","ChIJE9IPH6xD1moRgxCRit2cOkY","/g/11rmww8th8","Breakfast","Mediterranean"
"THE NICHOLSON COFFEE & EATERY","","Unit 1/34 Union St, Brunswick VIC 3056","Unit 1/34 Union St","Brunswick VIC 3056","Restaurant, Halal restaurant, Cafe","Service options: [Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Coffee, Healthy options, Small plates, Vegetarian options], Dining options: [Breakfast, Brunch, Lunch, Catering, Dessert, Seating], Amenities: [Toilets, Wi-Fi, ], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free of charge street parking, ]","4RJ66XG5+FC","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9939 0642","(03) 9939 0642, +61 3 9939 0642","YES","THE NICHOLSON COFFEE & EATERY (owner)",1.13076631551462e+20,"https://www.google.com/maps/contrib/113076631551462459478","","",206,4.9,"https://search.google.com/local/reviews?placeid=ChIJgVEBIsNd1moRdKxCuDwdbaA&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=11559927965156551796","https://www.google.com/search?kgmid=/g/11rdbnqcm_",-37.7738636,144.9585647,"https://www.facebook.com/thenicholsoncoffeeandeatery","facebook.com","Thursday: [7 am-3 pm], Friday: [7 am-3 pm], Saturday: [7:30 am-3 pm], Sunday: [7:30 am-3 pm], Monday: [7 am-3 pm], Tuesday: [7 am-3 pm], Wednesday: [7 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipMOKAoZ9InFYH_MGePmtbJTljp2oN8IMQfleMQv=w80-h100-k-no",11559927965156552704,"0x6ad65dc322015181:0xa06d1d3cb842ac74","ChIJgVEBIsNd1moRdKxCuDwdbaA","/g/11rdbnqcm_","Brunch","Other"
"Giorgios Restaurant","Eclectic dining from oysters to pizza, in a modern space with high ceilings and outdoor tables.","1235 High St, Malvern VIC 3143","1235 High St","Malvern VIC 3143","Restaurant, Cafe","Service options: [Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in], Highlights: [Great cocktails], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Cocktails, Coffee, Healthy options, Late-night food, Organic dishes, Small plates, Spirits, Vegan options, Vegetarian options, Wine], Dining options: [Brunch, Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Bar on site, Toilets], Atmosphere: [Casual, Cosy, Upmarket], Crowd: [Family friendly, Good for groups, LGBTQ+ friendly], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free of charge street parking, Free parking lot, ], Pets: [Dogs allowed, Dogs allowed outside]","4RJ742VH+9M","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9822 4664","(03) 9822 4664, +61 3 9822 4664","YES","Giorgios Restaurant (owner)",1.02920352195729e+20,"https://www.google.com/maps/contrib/102920352195728781211","","",776,4.3,"https://search.google.com/local/reviews?placeid=ChIJqV2W8eBp1moRr5rKEsPncZo&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=11128930979229113007","https://www.google.com/search?kgmid=/g/11_tfrg_d",-37.8565025,145.0291593,"http://www.giorgiosrestaurant.com.au/","giorgiosrestaurant.com.au","Saturday: [10 am-9 pm], Sunday: [10 am-8:30 pm], Monday: [10 am-8:30 pm], Tuesday: [10 am-8:30 pm], Wednesday: [10 am-8:30 pm], Thursday: [10 am-8:30 pm], Friday: [10 am-9 pm]","https://lh5.googleusercontent.com/p/AF1QipNH7-QhsUUNen7tmBymyz7e5a-OQiw2Xk_BvNum=w163-h92-k-no",11128930979229112320,"0x6ad669e0f1965da9:0x9a71e7c312ca9aaf","ChIJqV2W8eBp1moRr5rKEsPncZo","/g/11_tfrg_d","Restaurant","Other"
"Egglab Fitzroy","","122 Johnston St, Fitzroy VIC 3079","122 Johnston St","Fitzroy VIC 3079","Breakfast restaurant, Brunch restaurant","Service options: [Outdoor seating, Delivery, Takeaway, Dine-in], Offerings: [Alcohol, Cocktails, Coffee], Dining options: [Breakfast, Brunch, Lunch, Seating], Atmosphere: [Casual, Cosy], Payments: [Credit cards, Mobile payments], Children: [Good for kids]","4RJ66X2H+HH","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 8596 2934","(03) 8596 2934, +61 3 8596 2934","YES","Egglab Fitzroy (owner)",1.11235081728836e+20,"https://www.google.com/maps/contrib/111235081728836054131","","",167,4.3,"https://search.google.com/local/reviews?placeid=ChIJ_2dnEx9D1moRdLuc9q0xnfQ&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=17626299139834559348","https://www.google.com/search?kgmid=/g/11fzs3gmcg",-37.798567,144.978997,"https://www.egglab.com.au/","egglab.com.au","Thursday: [8 am-2:30 pm], Friday: [8 am-2:30 pm], Saturday: [8 am-2:30 pm], Sunday: [8 am-2:30 pm], Monday: [8 am-2:30 pm], Tuesday: [8 am-2:30 pm], Wednesday: [8 am-2:30 pm]","https://lh5.googleusercontent.com/p/AF1QipPC37-u5ffTQ2SkTlMJVKQNU0QIByQICi4owPfX=w138-h92-k-no",17626299139834558464,"0x6ad6431f136767ff:0xf49d31adf69cbb74","ChIJ_2dnEx9D1moRdLuc9q0xnfQ","/g/11fzs3gmcg","Brunch","Other"
"28 Skybar Lounge","Modern cocktail bar with a chic, cosmopolitan vibe, plus city views through ceiling-high windows.","Crown Entertainment Complex, 8 Whiteman St, Southbank VIC 3006","Crown Entertainment Complex","8 Whiteman St","Bar, Event venue","Service options: [Dine-in, No delivery, No takeaway], Highlights: [Great cocktails], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Food, Food at bar, Spirits, Wine], Amenities: [Toilets], Atmosphere: [Upmarket], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ65XF5+M3","Australia/Melbourne","$$$",NA,NA,NA,"(03) 9292 6222","(03) 9292 6222, +61 3 9292 6222","YES","28 Skybar Lounge (owner)",1.18257702277309e+20,"https://www.google.com/maps/contrib/118257702277309463728","",NA,77,4,"https://search.google.com/local/reviews?placeid=ChIJuf4fgVNd1moRIHgWXAjA8ec&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16713350834285869088","https://www.google.com/search?kgmid=/g/1hhlffjpz",-37.825781,144.957634,"https://www.crownmelbourne.com.au/events-and-conferences/corporate-events/28-skybar-lounge?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=28skybar-web","crownmelbourne.com.au","","https://lh5.googleusercontent.com/p/AF1QipOBitvWvw5Y2Q1ZvRrqfbif0JHXGz4PMY41gPGj=w171-h92-k-no",16713350834285869056,"0x6ad65d53811ffeb9:0xe7f1c0085c167820","ChIJuf4fgVNd1moRIHgWXAjA8ec","/g/1hhlffjpz","Rooftop Bar","Other"
"Bearded Brothers Espresso","","342 Little Collins St, Melbourne VIC 3000","342 Little Collins St","Melbourne VIC 3000","Coffee store, Cafe","Service options: [Kerbside pickup, In-store pick-up, In-store shopping, On-site services, Takeaway, Dine-in, No delivery, No same-day delivery], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Amenities: [Wi-Fi, ], Recycling: [Electronics], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Paid multi-storey car park, Paid parking lot, Paid street parking]","4RJ65XM7+V8","Australia/Melbourne","$1–20",NA,NA,NA,"","","YES","Bearded Brothers Espresso (owner)",1.09249333170585e+20,"https://www.google.com/maps/contrib/109249333170585164167","","",151,4.8,"https://search.google.com/local/reviews?placeid=ChIJUwF5_rRC1moRhcYk_DNGgDY&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=3927216064154617477","https://www.google.com/search?kgmid=/g/11f29xmdfg",-37.8152547,144.9633138,"https://beardedbrothersespresso.com/","beardedbrothersespresso.com","Tuesday: [6 am-3 pm], Wednesday: [6 am-3 pm], Thursday: [6 am-3 pm], Friday: [6 am-3 pm], Saturday: [Closed], Sunday: [Closed], Monday: [6 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipPt8j2g1hg4_VQfF3TVtq0vyl5ztMex_86n9p79=w80-h100-k-no",3927216064154617344,"0x6ad642b4fe790153:0x36804633fc24c685","ChIJUwF5_rRC1moRhcYk_DNGgDY","/g/11f29xmdfg","Coffee Shop","Other"
"Three Drops Coffee & Sandwich","","227 Collins St, Melbourne VIC 3000","227 Collins St","Melbourne VIC 3000","Coffee shop","Service options: [Outdoor seating, On-site services, Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance, No wheelchair-accessible car park], Offerings: [Coffee], Dining options: [Breakfast, Brunch, Lunch, Dessert, Seating], Atmosphere: [Casual, Cosy], Planning: [Doesn't accept reservations], Payments: [Credit cards, Mobile payments], Parking: [Paid street parking]","4RJ65XM8+MG","Australia/Melbourne","$1–20",NA,NA,NA,"","","YES","Three Drops Coffee & Sandwich (owner)",1.01866681061105e+20,"https://www.google.com/maps/contrib/101866681061105059845","","",253,4.8,"https://search.google.com/local/reviews?placeid=ChIJ33UY1LVC1moRQdzmULIlbtk&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=15667501601460247617","https://www.google.com/search?kgmid=/g/11b6qcw6fy",-37.8158276,144.9663033,"","","Tuesday: [7 am-4 pm], Wednesday: [7 am-4 pm], Thursday: [7 am-4 pm], Friday: [7 am-4 pm], Saturday: [7 am-2 pm], Sunday: [Closed], Monday: [7 am-4 pm]","https://lh5.googleusercontent.com/p/AF1QipMkcwyXx8_LVz5H-hk8OolgodNFt9VLbV3gG9Z2=w80-h142-k-no",15667501601460248576,"0x6ad642b5d41875df:0xd96e25b250e6dc41","ChIJ33UY1LVC1moRQdzmULIlbtk","/g/11b6qcw6fy","Coffee Shop","Other"
"QT Melbourne","Industrial-chic hotel featuring modern rooms & hip dining options, as well as a rooftop bar.","133 Russell St, Melbourne VIC 3000","133 Russell St","Melbourne VIC 3000","Bar, Hotel, Restaurant","Crowd: [LGBTQ+ friendly]","4RJ65XP9+M6","Australia/Melbourne","",NA,NA,NA,"(03) 8636 8800","(03) 8636 8800, +61 3 8636 8800","YES","QT Melbourne (owner)",1.15576407105986e+20,"https://www.google.com/maps/contrib/115576407105985694707","",NA,1621,4.5,"https://search.google.com/local/reviews?placeid=ChIJMSsO6clC1moRs-oGzpxp97o&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13472352932494502579","https://www.google.com/search?kgmid=/g/11b6whw6ff",-37.8133658,144.9680647,"https://www.qthotels.com/melbourne/?utm_source=google&utm_medium=organic&utm_campaign=gmb","qthotels.com","","https://lh5.googleusercontent.com/p/AF1QipNMXhi9kzB441sQc2Kxc_kUCXlhurjCoZlDpPtZ=w92-h92-k-no",13472352932494501888,"0x6ad642c9e90e2b31:0xbaf7699cce06eab3","ChIJMSsO6clC1moRs-oGzpxp97o","/g/11b6whw6ff","Rooftop Bar","Other"
"Ramen & Dumpling House Carnegie","","134 Koornang Rd, Carnegie VIC 3163","134 Koornang Rd","Carnegie VIC 3163","Dumpling restaurant, Chinese restaurant","Service options: [Kerbside pickup, Delivery, Takeaway, Dine-in], Offerings: [Alcohol, Beer, Halal food, Happy-hour food, Late-night food, Organic dishes, Small plates, Vegetarian options, Wine], Dining options: [Lunch, Dinner, Catering, Counter service, Dessert, Seating], Amenities: [Gender-neutral toilets, Toilets], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, Good for groups], Planning: [Reservations required, Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free of charge street parking, Free parking lot]","4RJ74364+GX","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9568 8868","(03) 9568 8868, +61 3 9568 8868","YES","Ramen & Dumpling House Carnegie (owner)",1.05207366960558e+20,"https://www.google.com/maps/contrib/105207366960557947619","","",388,4.1,"https://search.google.com/local/reviews?placeid=ChIJFfZ2ViRq1moRxjev37k-deY&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16606248169041246150","https://www.google.com/search?kgmid=/g/11bc7rmj6d",-37.8886466,145.0573934,"","","Saturday: [11 am-9 pm], Sunday: [11 am-9 pm], Monday: [11 am-9 pm], Tuesday: [11 am-9 pm], Wednesday: [11 am-9 pm], Thursday: [11 am-9 pm], Friday: [11 am-9 pm]","https://lh5.googleusercontent.com/p/AF1QipOxKYpyqzHQtO7UNXyHPLPyB6US-pb2-OugXKNw=w122-h92-k-no",16606248169041246208,"0x6ad66a245676f615:0xe6753eb9dfaf37c6","ChIJFfZ2ViRq1moRxjev37k-deY","/g/11bc7rmj6d","Restaurant","Chinese"
"Sarawak Kitchen","Unassuming Malaysian restaurant serving meat, rice, seafood & noodle dishes, plus speciality drinks.","469 Elizabeth St, Melbourne VIC 3000","469 Elizabeth St","Melbourne VIC 3000","Malaysian restaurant, Southeast Asian restaurant","Service options: [Outdoor seating, Delivery, Takeaway, Dine-in], Accessibility: [No wheelchair-accessible car park, No wheelchair-accessible seating], Offerings: [Coffee, Happy-hour drinks], Dining options: [Brunch, Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual], Planning: [Doesn't accept reservations], Payments: [Credit cards], Children: [Good for kids], Parking: []","4RJ65XR5+RX","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9328 2562","(03) 9328 2562, +61 3 9328 2562","NO","Sarawak Kitchen (owner)",NA,"","","",989,4,"https://search.google.com/local/reviews?placeid=ChIJGSkkvzRd1moR10SWFPqLQOY&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16591414933436384471","https://www.google.com/search?kgmid=/g/11yr3v0lg",-37.8079915,144.9599902,"","","Saturday: [11 am-9 pm], Sunday: [11 am-9 pm], Monday: [11 am-9 pm], Tuesday: [11 am-9 pm], Wednesday: [11 am-9 pm], Thursday: [11 am-9 pm], Friday: [11 am-9 pm]","https://lh5.googleusercontent.com/p/AF1QipNNw9ogo1q97-VywKoSmQ_0D6ys9CYRJaQRKfFM=w122-h92-k-no",16591414933436385280,"0x6ad65d34bf242919:0xe6408bfa149644d7","ChIJGSkkvzRd1moR10SWFPqLQOY","/g/11yr3v0lg","Restaurant","Southeast Asian"
"Palette. & Palette.atnight","Snug, understated hangout supplying coffee & light fare combining Korean & Australian flavours.","610 Queensberry St, North Melbourne VIC 3051","610 Queensberry St","North Melbourne VIC 3051","Korean restaurant, Coffee shop, Dessert shop, Restaurant","Service options: [Outdoor seating, No-contact delivery, Delivery, On-site services, Takeaway, Dine-in], Offerings: [Coffee, Late-night food, Small plates, Vegetarian options], Dining options: [Breakfast, Brunch, Lunch, Dinner, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, Good for groups], Payments: [Credit cards, Mobile payments], Children: [Good for kids, High chairs], Parking: [Free of charge street parking, Paid street parking, ]","4RJ65WWW+XR","Australia/Melbourne","$20–40",NA,NA,NA,"0459 830 157","0459 830 157, +61 459 830 157","YES","Palette. & Palette.atnight (owner)",1.01328640559427e+20,"https://www.google.com/maps/contrib/101328640559426526472","","",411,4.3,"https://search.google.com/local/reviews?placeid=ChIJyXgUjh5d1moRrKWm5r5s5E0&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=5612730602779747756","https://www.google.com/search?kgmid=/g/11hfm73lqx",-37.802566,144.947109,"https://palettemelbourne.square.site/","palettemelbourne.square.site","Thursday: [8 am-3 pm, 7-11 pm], Friday: [8 am-3 pm, 7-11 pm], Saturday: [8 am-3 pm, 7-11 pm], Sunday: [8 am-3 pm, 7-11 pm], Monday: [8 am-3 pm, 7-11 pm], Tuesday: [8 am-3 pm, 7-11 pm], Wednesday: [8 am-3 pm, 7-11 pm]","https://lh5.googleusercontent.com/p/AF1QipNhuezZsAXS5ystngSdv1OMplEqbXLvHTZBaRJm=w92-h92-k-no",5612730602779747328,"0x6ad65d1e8e1478c9:0x4de46cbee6a6a5ac","ChIJyXgUjh5d1moRrKWm5r5s5E0","/g/11hfm73lqx","Brunch","Korean"
